[2025-12-05 03:37:01] ✗✓ FALSE NEGATIVE | Customer: CUST_005537 | Cluster: 11 | Score: -178.49 | 6 similar: ['CUST_002740', 'CUST_009457', 'CUST_009499'] | Prob: 0.70 | Total: 60 | Acc: 26.67% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -579631.32 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5317 | Acc: 29.68% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1056375.17 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5318 | Acc: 29.67% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -918275.00 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5319 | Acc: 29.67% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1277477.59 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5320 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -579631.32 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5321 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -918275.00 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5322 | Acc: 29.65% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✗ TRUE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -864178.99 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5323 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✗ TRUE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1833806.72 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5324 | Acc: 29.68% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1531536.05 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5325 | Acc: 29.67% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1277477.59 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5326 | Acc: 29.67% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1681223.21 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5327 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -794444.24 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5328 | Acc: 29.65% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1937432.52 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5329 | Acc: 29.65% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✗ TRUE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1200875.26 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5330 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✗ TRUE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -705876.93 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5331 | Acc: 29.68% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✗ TRUE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -1414758.86 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5332 | Acc: 29.69% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✗ TRUE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -794444.24 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5333 | Acc: 29.70% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✗ TRUE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -919627.74 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5334 | Acc: 29.72% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -791158.18 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5335 | Acc: 29.71% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -705876.93 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5336 | Acc: 29.70% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:36] ✗✓ FALSE NEGATIVE | Customer: CUST_001029 | Cluster: 0 | Score: -620304.70 | 6 similar: ['CUST_000854', 'CUST_000854', 'CUST_000854'] | Prob: 0.70 | Total: 5337 | Acc: 29.70% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✗ TRUE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -8050447.82 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5338 | Acc: 29.71% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -8050447.82 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5339 | Acc: 29.71% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -8709591.36 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5340 | Acc: 29.70% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -9068870.05 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5341 | Acc: 29.69% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✗ TRUE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -9068870.05 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5342 | Acc: 29.71% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -8385249.95 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5343 | Acc: 29.70% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -8709591.36 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5344 | Acc: 29.70% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✗ TRUE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -8385249.95 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5345 | Acc: 29.71% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✗ TRUE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -7662055.68 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5346 | Acc: 29.72% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -7662055.68 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5347 | Acc: 29.72% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:49] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -34426687.72 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5348 | Acc: 29.71% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:50] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -30873322.96 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5349 | Acc: 29.71% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:50] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -32207932.63 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5350 | Acc: 29.70% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:50] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -114095256.71 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5351 | Acc: 29.70% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:50] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -110254661.74 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5352 | Acc: 29.69% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:50] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -114095256.71 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5353 | Acc: 29.68% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:50] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -32207932.63 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5354 | Acc: 29.68% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:51] ✗✗ TRUE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -30873322.96 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5355 | Acc: 29.69% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:51] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -34426687.72 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5356 | Acc: 29.69% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:51] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -29833152.93 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5357 | Acc: 29.68% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:51] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -29833152.93 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5358 | Acc: 29.68% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:51] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -106511238.42 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5359 | Acc: 29.67% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:51] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -110254661.74 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5360 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -165776608.90 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5361 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -106511238.42 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5362 | Acc: 29.65% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -168804875.28 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5363 | Acc: 29.65% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✗ TRUE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -164601820.76 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5364 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 6 | Score: -349834.50 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5365 | Acc: 29.66% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -179101738.53 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5366 | Acc: 29.65% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 6 | Score: -349834.50 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5367 | Acc: 29.64% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 6 | Score: -304952.50 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5368 | Acc: 29.64% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -165776608.90 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5369 | Acc: 29.63% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -101877773.21 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5370 | Acc: 29.63% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -174609055.58 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5371 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✗ TRUE NEGATIVE | Customer: CUST_001041 | Cluster: 4 | Score: -101877773.21 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5372 | Acc: 29.64% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -174609055.58 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5373 | Acc: 29.63% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -168804875.28 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5374 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:52] ✗✓ FALSE NEGATIVE | Customer: CUST_001041 | Cluster: 6 | Score: -179101738.53 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5375 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:56] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 6 | Score: -315287.89 | 6 similar: ['CUST_001008', 'CUST_001008', 'CUST_001008'] | Prob: 0.70 | Total: 5376 | Acc: 29.61% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:56] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -787746.55 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5377 | Acc: 29.61% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:56] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -5431564.57 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5378 | Acc: 29.60% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:56] ✗✗ TRUE NEGATIVE | Customer: CUST_001049 | Cluster: 6 | Score: -248766.77 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5379 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:56] ✗✗ TRUE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -3565927.14 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5380 | Acc: 29.63% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:56] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -5431564.57 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5381 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✗ TRUE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -876420.97 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5382 | Acc: 29.64% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 6 | Score: -304952.50 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5383 | Acc: 29.63% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -992469.60 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5384 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -1085218.91 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5385 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -2621126.35 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5386 | Acc: 29.61% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -949921.07 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5387 | Acc: 29.61% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✗ TRUE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -3021847.00 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5388 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 6 | Score: -347932.25 | 6 similar: ['CUST_001008', 'CUST_001008', 'CUST_001008'] | Prob: 0.70 | Total: 5389 | Acc: 29.62% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -1196789.55 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5390 | Acc: 29.61% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -899946.32 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5391 | Acc: 29.60% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -3021847.00 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5392 | Acc: 29.60% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -876420.97 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5393 | Acc: 29.59% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -2621126.35 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5394 | Acc: 29.59% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✗ TRUE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -2993220.65 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5395 | Acc: 29.60% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -4327210.19 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5396 | Acc: 29.60% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 6 | Score: -274524.07 | 6 similar: ['CUST_001017', 'CUST_001017', 'CUST_001017'] | Prob: 0.70 | Total: 5397 | Acc: 29.59% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 4 | Score: -3565927.14 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5398 | Acc: 29.59% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:57] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -3533840.91 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5399 | Acc: 29.58% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:59] ✗✗ TRUE NEGATIVE | Customer: CUST_001055 | Cluster: 4 | Score: -85106.20 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5400 | Acc: 29.59% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:59] ✗✓ FALSE NEGATIVE | Customer: CUST_001055 | Cluster: 6 | Score: -108209.95 | 6 similar: ['CUST_001008', 'CUST_001008', 'CUST_001008'] | Prob: 0.70 | Total: 5401 | Acc: 29.59% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:59] ✗✓ FALSE NEGATIVE | Customer: CUST_001055 | Cluster: 4 | Score: -235137.70 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5402 | Acc: 29.58% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:59] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -2374697.79 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5403 | Acc: 29.58% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:59] ✗✓ FALSE NEGATIVE | Customer: CUST_001055 | Cluster: 6 | Score: -107904.07 | 6 similar: ['CUST_001008', 'CUST_001008', 'CUST_001008'] | Prob: 0.70 | Total: 5404 | Acc: 29.57% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:59] ✗✓ FALSE NEGATIVE | Customer: CUST_001055 | Cluster: 4 | Score: -85106.20 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5405 | Acc: 29.57% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:39:59] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -3755986.49 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5406 | Acc: 29.56% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:40:00] ✗✗ TRUE NEGATIVE | Customer: CUST_001055 | Cluster: 4 | Score: -295890.76 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5407 | Acc: 29.57% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:40:00] ✗✗ TRUE NEGATIVE | Customer: CUST_001055 | Cluster: 4 | Score: -263656.18 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5408 | Acc: 29.59% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:40:00] ✗✓ FALSE NEGATIVE | Customer: CUST_001049 | Cluster: 1 | Score: -2395864.57 | 6 similar: ['CUST_000855', 'CUST_000855', 'CUST_000868'] | Prob: 0.70 | Total: 5409 | Acc: 29.58% | Prec: 0.00% | Rec: 0.00%
[2025-12-07 02:40:00] ✗✓ FALSE NEGATIVE | Customer: CUST_001055 | Cluster: 4 | Score: -263656.18 | 6 similar: ['CUST_000990', 'CUST_000990', 'CUST_000990'] | Prob: 0.70 | Total: 5410 | Acc: 29.57% | Prec: 0.00% | Rec: 0.00%
